PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Kurt Rambis,880,18.5,5.2,2,3.8,53.4,0,0,0,1.1,1.6,68.9,1.9,3.8,5.6,1.1,0.9,0.5,1.2,53.4,57.3
Dudley Bradley,600,17,5.2,2,4.6,44,0.2,0.6,29.2,1,1.3,73,0.5,1.3,1.8,1.9,1.6,0.3,1.1,45.8,50
Ian Mahinmi,618,16.8,5.2,1.9,3.6,53.3,0,0.1,16,1.3,2.1,61.2,1.5,2.9,4.4,0.6,0.6,0.7,1,53.5,56.7
Walter McCarty,593,17.5,5.2,1.8,4.7,39.2,0.8,2.2,34.6,0.7,1,69.8,0.7,1.9,2.6,1.1,0.6,0.3,0.9,47.4,50.1
Lee Mayberry,496,20.9,5.1,1.9,4.6,41.5,0.8,2,37.7,0.5,0.8,65.9,0.3,1,1.3,3.6,0.7,0.1,1.2,49.8,51.6
Scott Williams,746,16.4,5.1,2.1,4.6,46.7,0,0.1,11.1,0.9,1.2,72.1,1.7,3,4.7,0.6,0.5,0.6,0.7,46.8,50.4
Danny Vranes,510,20.8,5.1,2.1,4.2,49.6,0,0,10.5,1,1.7,57,1.5,2.4,3.9,1.2,0.7,0.5,1,49.6,51.9
Moochie Norris,445,17.2,5.1,1.8,4.6,40.1,0.3,0.9,28.6,1.2,1.6,74,0.5,1.5,2,2.8,0.7,0,1.2,43,48.5
Paul Griffin,480,20.9,5.1,1.7,3.5,50.5,0,0,0,1.6,2.3,69.2,1.9,3.7,5.5,2.3,0.8,0.5,1.6,50.5,56.9
T.R. Dunn,993,23.2,5.1,2,4.5,45.7,0,0,5,1,1.4,72.5,1.7,2.7,4.4,1.6,1.3,0.3,0.8,45.7,50
Bismack Biyombo,839,19.5,5.1,2,3.7,53.5,0,0,0,1.1,2,55.3,1.9,4,5.9,0.7,0.3,1.3,0.9,53.5,55.3
Hank Finkel,551,12.5,5.1,2,4.6,44.9,-,-,-,1,1.5,66.2,0.6,1.4,3.9,0.8,0.1,0.1,-,44.9,48.7
Greg Buckner,570,19.1,5,2,4.4,45,0.4,1.3,33.4,0.7,0.9,75.7,0.8,2,2.8,1.3,0.8,0.2,0.7,49.8,52.8
Adam Keefe,617,16.8,5,1.8,3.6,50.2,0,0,7.1,1.4,2,71.4,1.6,2.5,4.1,0.7,0.5,0.3,0.9,50.2,56.2
Kevon Looney,523,17.5,5,2.1,3.7,58.3,0,0.1,16.7,0.8,1.2,61.5,2.1,3.5,5.6,1.6,0.5,0.5,0.6,58.6,60.1
Lew Hitch,414,20.2,5,1.8,4.9,37.6,-,-,-,1.3,2,67.4,-,-,5.3,1.2,-,-,-,37.6,43.5
Mike Brown,626,17.5,5,1.8,4,45.5,0,0,12.5,1.4,2,69,1.5,2.9,4.4,0.7,0.4,0.3,1,45.5,51.6
Eduardo Najera,619,18.1,4.9,1.9,4,48.1,0.2,0.6,31.1,0.9,1.3,67.1,1.4,2.3,3.7,0.8,0.7,0.4,0.6,50.3,53.4
Alvin Scott,627,17.3,4.9,1.9,3.9,48.1,0,0,20,1.2,1.6,73.3,1.1,2.1,3.2,1.4,0.6,0.6,1,48.2,53.6
Sasha Pavlovic,567,15.7,4.9,1.9,4.7,40.4,0.5,1.6,34.6,0.6,0.9,67.3,0.3,1.4,1.8,0.9,0.5,0.2,0.8,46.2,48.5
Michael Doleac,587,15,4.9,2.1,4.8,43.9,0,0,12.5,0.7,0.8,79.1,1,2.3,3.3,0.6,0.3,0.4,0.6,43.9,47.2
Jeff Foster,764,20.6,4.9,1.9,3.9,49.7,0,0.1,13,1,1.7,61.5,2.8,4.1,6.9,0.9,0.7,0.4,0.8,49.8,53.1
Duane Causwell,541,17.4,4.9,1.9,3.8,50.7,0,0,28.6,1.1,1.8,61.8,1.5,2.7,4.2,0.4,0.4,1.4,0.9,50.8,54.1
Malik Allen,478,15.2,4.9,2.2,4.9,43.9,0,0,18.8,0.5,0.7,77.8,1,1.9,2.8,0.5,0.3,0.5,0.7,44,46.5
Scott Brooks,680,13.6,4.9,1.8,4,45,0.4,1.1,37.2,0.8,1,84.9,0.2,0.8,1,2.4,0.7,0,0.7,50.3,54.7
Joe Kleine,965,15.2,4.8,2,4.4,45.3,0,0,27.1,0.9,1.1,79.4,1.3,2.8,4.1,0.6,0.3,0.3,0.8,45.4,49.9
George Johnson,904,20,4.8,2,4.4,45.1,0,0,50,0.8,1.2,69.4,2.3,4.5,6.5,1,0.5,2.5,1.6,45.1,48.8
Anthony Carter,623,19.6,4.8,2,4.9,40.4,0.2,0.7,25,0.7,1,70.6,0.4,1.7,2.1,3.8,1,0.2,1.5,42.3,45.4
Randy Brown,655,17.6,4.8,1.9,4.7,41.7,0,0.2,20,0.9,1.3,69.1,0.5,1.3,1.8,2.2,1.1,0.2,1.1,42.1,46
Dennis Awtrey,733,19.3,4.8,1.9,4.1,45.9,0,0,0,1,1.6,65.2,1.3,2.9,4.6,2,0.4,0.3,1.1,45.9,50
Andrew DeClercq,587,16.8,4.8,1.9,3.8,50.7,0,0,0,1,1.6,62.1,1.7,2.5,4.2,0.6,0.7,0.5,0.9,50.7,53.8
Jared Jeffries,629,21.6,4.8,1.8,4.3,42.6,0.1,0.5,25,1,1.6,58.3,1.9,2.2,4.1,1.3,0.7,0.5,1.1,44,47.2
Milt Palacio,470,17.9,4.8,1.8,4.4,41.9,0.1,0.4,23.5,1,1.4,71.9,0.3,1.4,1.8,2.5,0.6,0.1,1.3,42.9,47.7
Robert Traylor,438,14.3,4.8,1.9,4.1,47.4,0,0.1,16.7,0.9,1.6,57.7,1.5,2.2,3.7,0.7,0.6,0.7,0.9,47.5,50.2
Elston Turner,505,17.8,4.7,2.1,4.8,43.2,0,0.1,15.2,0.6,0.8,71.4,1.1,1.6,2.7,1.8,0.9,0.1,0.9,43.3,45.9
Brian Skinner,608,17.9,4.7,2,4,49.4,0,0,33.3,0.8,1.4,56.6,1.5,3.2,4.7,0.5,0.4,0.9,0.9,49.4,51.4
Will Perdue,792,15.6,4.7,1.9,3.7,51.5,0,0,6.7,0.9,1.5,57.7,1.8,3.2,4.9,0.8,0.3,0.7,1,51.6,53.7
Luke Walton,564,17.2,4.7,1.9,4.3,42.9,0.3,1,32.6,0.7,0.9,71.5,0.9,2,2.8,2.3,0.6,0.2,1.1,46.6,49.5
Dan Gadzuric,527,14.8,4.7,2,4,50,0,0,0,0.7,1.4,49.8,1.7,2.7,4.4,0.4,0.5,0.9,0.7,50,50.8
Ronny Turiaf,473,17,4.7,1.8,3.4,53.3,0,0,0,1.1,1.7,63.6,1.1,2.6,3.7,1.3,0.4,1.3,0.8,53.3,56.6
Steve Novak,467,12.1,4.7,1.6,3.7,43.7,1.2,2.9,43,0.2,0.2,87.7,0.1,1.1,1.3,0.3,0.2,0.1,0.2,60.5,61.6
Johan Petro,473,15.4,4.7,2.1,4.5,46.2,0,0,15.4,0.5,0.8,67.8,1.1,2.7,3.9,0.5,0.4,0.5,0.8,46.2,48.4
Greg Ostertag,756,19.5,4.6,1.8,3.6,48.6,0,0,10,1.1,1.9,56.9,2,3.5,5.5,0.6,0.3,1.7,0.9,48.6,51.6
Brian Cardinal,456,14.2,4.6,1.5,3.6,40.8,0.5,1.4,37.2,1.2,1.4,86.1,0.6,1.7,2.3,1,0.6,0.2,0.7,48.2,55.4
Len Elmore,505,16.6,4.6,1.8,4.5,41.3,0,0,0,0.9,1.3,71.5,1.4,2.8,4.2,0.9,0.8,0.8,1,41.3,45.8
Bill Wennington,720,13.5,4.6,1.9,4.2,45.9,0,0.1,13.9,0.7,0.9,78.7,1,2,3,0.6,0.3,0.3,0.6,46,49.9
Danny Young,574,16.6,4.6,1.7,3.9,43.7,0.3,1,32.7,0.8,1,83.5,0.3,0.9,1.2,2.9,0.9,0.1,0.8,48,52.5
Steven Hunter,400,15,4.5,1.8,3.3,56,0,0,0,0.9,1.8,48.5,1.2,2,3.2,0.2,0.1,1.1,0.6,56,55.8
Doug Overton,499,14.6,4.5,1.8,4.3,41.2,0.2,0.7,31.9,0.8,0.9,81.6,0.3,1,1.3,2.1,0.4,0,0.9,43.8,48.1
Jon Koncak,784,20.9,4.5,1.8,3.9,47,0,0.1,22.6,0.8,1.3,59.7,1.4,3.6,4.9,1,0.7,1,0.8,47.3,49.9
Michael Curry,667,19.8,4.5,1.6,3.7,44.7,0.1,0.4,29.8,1.1,1.3,82.5,0.3,1.3,1.6,1.2,0.5,0.1,0.7,46.3,52.7
Jacque Vaughn,776,16.3,4.5,1.7,3.9,42.9,0.1,0.3,35.2,1,1.3,77.9,0.2,1.1,1.3,2.5,0.5,0,1,44.5,50
Eric Montross,465,18.2,4.5,1.9,3.9,49,0,0,0,0.6,1.3,47.8,1.5,3.1,4.6,0.4,0.3,0.6,0.9,49,49.7
Scot Pollard,506,16.6,4.4,1.7,3.4,49.4,0,0,0,1,1.4,70.9,1.8,2.9,4.6,0.4,0.6,0.7,0.6,49.4,54.1
Marc Iavaroni,531,15.8,4.4,1.7,3.7,45.9,0,0,0,1,1.4,71,1.1,2.2,3.2,1,0.3,0.4,1.2,45.9,50.9
Cherokee Parks,472,15.8,4.4,1.8,3.9,47,0,0.1,21.1,0.7,1,63,1.2,2.4,3.6,0.6,0.4,0.6,0.6,47.2,49.8
Pete Chilcutt,584,14.4,4.3,1.8,4.1,44.1,0.3,0.8,38.1,0.4,0.5,69.6,1.1,2.2,3.3,0.8,0.5,0.4,0.7,48.1,49.8
Joe Wolf,592,16.3,4.2,1.8,4.3,42.3,0,0.2,16.4,0.6,0.7,77,1,2.3,3.3,1,0.4,0.2,0.9,42.7,45.8
Scott Padgett,448,12.5,4.2,1.5,3.7,41,0.5,1.4,37.3,0.6,0.8,73.6,0.9,1.8,2.7,0.7,0.4,0.2,0.6,48.2,51.4
Ervin Johnson,845,20.1,4.1,1.6,3.3,50.5,0,0,20,0.8,1.3,60.5,2,4.1,6.1,0.5,0.6,1.3,0.9,50.6,53.4
Eric Leckner,449,12.1,4.1,1.6,3.1,50.8,0,0,0,0.9,1.4,66.9,0.8,2.4,3.2,0.5,0.2,0.3,0.9,50.8,54.9
Adonal Foyle,733,17.8,4.1,1.8,3.8,47.7,0,0,0,0.5,1,49.9,1.8,2.9,4.7,0.5,0.4,1.6,0.8,47.6,48.6
Quinton Ross,458,18.5,4.1,1.7,4,41.9,0.1,0.3,31.8,0.6,0.9,71.1,0.6,1.5,2.1,0.9,0.6,0.3,0.5,43.2,46.6
Reggie Evans,809,19.2,4.1,1.4,2.9,46.5,0,0,9.1,1.3,2.5,52.8,2.5,4.7,7.1,0.6,0.7,0.1,1.1,46.6,50.2
Jake Voskuhl,450,14.3,4,1.5,3.1,48.7,0,0,33.3,1,1.5,71.4,1.2,2.2,3.4,0.5,0.3,0.4,0.8,48.8,54.4
Adrian Griffin,477,16.8,4,1.6,3.8,43.8,0.1,0.4,27.8,0.6,0.8,76.3,1.1,2.1,3.2,1.4,0.9,0.1,0.7,45.2,48.8
John Crotty,477,12.1,4,1.3,3,43.1,0.3,0.8,38.4,1.1,1.3,83.7,0.3,0.8,1.1,2.1,0.4,0,0.9,48.1,55.4
Paul Mokeski,694,14,4,1.6,3.5,45.1,0,0.1,21.6,0.8,1.2,69.4,1,2.4,3.4,0.7,0.3,0.4,0.8,45.3,49.6
Chris Dudley,886,18.4,3.9,1.6,3.8,41.2,0,0,0,0.8,1.7,45.8,2.5,3.6,6.2,0.4,0.4,1.2,0.8,41.2,42.9
David Wood,412,13.5,3.9,1.4,3.1,44.9,0.3,0.8,33.8,0.9,1.1,78.5,0.9,1.5,2.4,0.7,0.4,0.2,0.6,49.3,54.7
Joel Przybilla,592,19.8,3.9,1.5,2.7,55.2,0,0,0,0.8,1.5,55.7,1.9,4.3,6.2,0.4,0.3,1.4,1,55.2,56.8
Greg Foster,656,12.2,3.9,1.6,3.6,44,0,0.1,22.5,0.6,0.9,74.8,0.8,1.8,2.6,0.5,0.1,0.3,0.7,44.4,48.2
Jarron Collins,542,15.8,3.9,1.3,2.8,45.5,0,0,0,1.3,1.9,69.9,1.2,1.7,2.9,0.8,0.3,0.2,0.6,45.5,53.4
Keith Askins,486,16.4,3.8,1.4,3.5,40.1,0.6,1.6,35.5,0.5,0.6,71.7,1.1,1.9,2.9,0.8,0.6,0.3,0.7,48.3,50.7
John Lambert,446,12.5,3.8,1.6,3.8,42.8,0,0,8.3,0.5,0.8,69.3,1.3,2.1,3.3,0.6,0.3,0.4,0.8,42.8,45.8
Kevin Ollie,662,15.6,3.8,1.3,3.1,41,0,0,31,1.2,1.5,79.2,0.2,1.3,1.5,2.3,0.5,0,0.7,41.2,49.9
Chuck Hayes,644,18.3,3.7,1.6,3.3,49.8,0,0,0,0.5,0.8,62,1.7,3.3,5,1.2,0.7,0.4,0.7,49.8,51.8
Ronnie Price,544,13.4,3.7,1.4,3.6,37.3,0.4,1.5,30.2,0.5,0.7,73.8,0.3,0.9,1.2,1.8,0.8,0.1,0.9,43.4,46.7
Ryan Hollins,518,11.8,3.7,1.3,2.3,58.4,0,0,0,1,1.6,64.9,0.9,1.3,2.2,0.3,0.2,0.5,0.7,58.4,62
Francisco Elson,472,15.3,3.7,1.5,3.2,47.8,0,0,18.8,0.6,0.8,70,1.1,2.4,3.5,0.6,0.5,0.5,0.8,47.9,51.1
Lou Amundson,428,12.9,3.7,1.5,3.2,47.4,0,0,0,0.6,1.4,44.4,1.5,2.1,3.6,0.4,0.4,0.7,0.7,47.4,47.9
Don Reid,403,13.3,3.6,1.4,2.7,53,0,0,0,0.7,1.1,65.8,1.1,1.8,2.9,0.4,0.5,0.7,0.6,53,56.3
Jason Collins,735,20.4,3.6,1.2,3,41.1,0,0,20.6,1.1,1.6,64.7,1.2,2.4,3.7,0.9,0.5,0.5,0.8,41.2,47.4
Corie Blount,644,15.4,3.6,1.5,3.2,47.1,0,0,11.5,0.6,1,58.7,1.7,2.5,4.2,0.7,0.5,0.4,0.8,47.1,49.4
Royal Ivey,492,12.5,3.3,1.3,3.1,40.6,0.3,0.9,36.1,0.5,0.7,70.6,0.3,0.8,1.1,1,0.5,0.1,0.5,45.9,48.9
Jud Buechler,720,11.7,3.3,1.3,3.1,43.3,0.4,1,36.6,0.3,0.4,63.3,0.6,1.2,1.8,0.8,0.4,0.2,0.4,49.2,50.5
Harvey Catchings,725,18.2,3.2,1.3,2.9,43.5,0,0,0,0.7,1,64.7,1.7,3.3,5,0.8,0.4,1.7,1.1,43.5,47.5
Brian Scalabrine,520,13,3.1,1.1,2.9,39,0.3,1,34.4,0.5,0.6,78.3,0.5,1.5,2,0.8,0.3,0.2,0.7,45,48.5
Scott Hastings,578,10.4,2.8,1,2.3,44.1,0,0.2,29.2,0.8,1,81.1,0.7,1.5,2.2,0.5,0.3,0.3,0.6,45.2,52.5
Darvin Ham,417,12.4,2.7,1.1,2.1,51.8,0,0,25,0.6,1.2,49.4,1.1,1.2,2.3,0.5,0.3,0.4,0.7,52,52.8
Ed Nealy,540,12.6,2.7,1,2.1,49.8,0.1,0.2,29.2,0.6,0.8,68.4,1.1,2.2,3.3,0.7,0.5,0.1,0.4,51.5,55.4
Jim McIlvaine,401,14.8,2.7,1.1,2.4,44.6,0,0,10,0.6,1,55.1,1.2,1.9,3.1,0.3,0.3,1.7,0.6,44.7,47.5
Ryan Bowen,507,12.8,2.6,1.1,2.4,45.6,0,0.1,20.6,0.4,0.6,69.3,1,1.1,2.1,0.5,0.6,0.3,0.3,46.2,49.6
Manute Bol,624,18.7,2.6,1.1,2.6,40.7,0.1,0.3,21,0.4,0.6,56.1,1,3.3,4.2,0.3,0.2,3.3,0.7,42,44.1
Greg Kite,680,14.8,2.5,1.1,2.4,43.8,0,0,16.7,0.4,0.9,48.6,1.3,2.5,3.8,0.5,0.3,0.6,0.8,43.8,45.4
Charles Jones,726,19.4,2.5,1,2.1,48,0,0,0,0.5,0.8,61.8,1.5,2.9,4.5,0.9,0.6,1.6,0.7,48,51.4
Joel Anthony,490,14.4,2.2,0.8,1.6,51.3,0,0,0,0.5,0.8,66.2,1.1,1.6,2.8,0.2,0.3,1.1,0.5,51.3,55.8
Mark Madsen,453,11.8,2.2,0.8,1.8,45.7,0,0,6.3,0.5,0.9,52.7,1.2,1.3,2.6,0.4,0.3,0.2,0.5,45.7,48.2
Greg Dreiling,474,8.9,2.1,0.8,1.7,46.7,0,0,33.3,0.6,0.8,64.9,0.6,1.5,2.1,0.4,0.2,0.3,0.5,46.9,51.7
DeSagana Diop,601,14,2,0.8,2,42.7,0,0,16.7,0.3,0.6,46.7,1.4,2.3,3.7,0.4,0.4,1,0.6,42.8,44.1
Michael Ruffin,414,14.4,1.7,0.6,1.5,40.7,0,0,0,0.5,1.1,45.9,1.8,2.2,3.9,0.6,0.5,0.5,0.7,40.7,43.4
